id,category,date,title,legacy_url,listing_page,in_current_repo,target_path
5279,news,2025-04-17,荣登 “2025年度饺子馄饨十大品牌” ，熊大爷再获行业级重量奖项,https://www.xiongdaye.com/home/view/index/id/5279.html,13,False,/web/news/5279.html
5278,news,2025-04-17,315行动 | “熊大爷”门店自查：守护舌尖安全，升级消费体验,https://www.xiongdaye.com/home/view/index/id/5278.html,13,False,/web/news/5278.html
5277,news,2025-04-17,食安承诺| 熊大爷打造透明化供应链，让安全“看得见”,https://www.xiongdaye.com/home/view/index/id/5277.html,13,False,/web/news/5277.html
5276,news,2025-04-17,“熊大爷”：明档明厨，让食品安全“看得见”,https://www.xiongdaye.com/home/view/index/id/5276.html,13,False,/web/news/5276.html
5275,news,2025-04-17,“熊大爷”携手上海交大，以花胶虾肉玉米饺开启营养均衡新风尚,https://www.xiongdaye.com/home/view/index/id/5275.html,14,False,/web/news/5275.html
5274,news,2025-04-17,熊大爷“春笋鲜肉饺”新鲜上市：传承非遗文化，助力乡村振兴,https://www.xiongdaye.com/home/view/index/id/5274.html,14,False,/web/news/5274.html
5273,news,2025-04-17,熊大爷携手上海交大，以“三减”承诺引领餐饮健康升级,https://www.xiongdaye.com/home/view/index/id/5273.html,14,False,/web/news/5273.html
5272,news,2025-04-17,“熊大爷”社区食堂落地，以“零利润运营”诠释社会责任,https://www.xiongdaye.com/home/view/index/id/5272.html,14,False,/web/news/5272.html
5271,news,2025-04-17,“熊大爷”构建食品安全防护网，全面升级消费者就餐体验,https://www.xiongdaye.com/home/view/index/id/5271.html,14,False,/web/news/5271.html
5270,news,2025-04-03,“熊大爷”举办食品安全座谈会，以新质生产力引领行业发展,https://www.xiongdaye.com/home/view/index/id/5270.html,14,False,/web/news/5270.html
5269,news,2025-04-03,【新闻转载】全省首家孤独症青年手作饺子茶咖空间试营业|点亮星点心愿　创造更多可能,https://www.xiongdaye.com/home/view/index/id/5269.html,14,False,/web/news/5269.html
5268,news,2025-04-03,【新闻转载】暖心！福建首家孤独症青年手作饺子店要开业啦,https://www.xiongdaye.com/home/view/index/id/5268.html,14,False,/web/news/5268.html
